index_hex,bank,snes_addr,source_line,label,category,max_words,max_bytes,current_words,free_words,markup_text,edited_text,notes
384,BA,BA99F0,489,Text_383_Dialog_TooHeavyPickUpLooks,Dialog,53,106,53,0,It's too heavy to pick up...yes:looks pretty spooky.,,
385,BA,BA9A5A,497,Text_384_Animal_PrizeEggFestivalCharmProtect,Animal,90,180,90,0,It's a prize from the Egg   Festival. It's a charm to   protect from disasters:<LINE>they say.,,
386,BA,BA9B0E,510,Text_385_Dialog_VeryOldOrgan,Dialog,23,46,23,0,It's a very old organ.,,
387,BA,BA9B3C,514,Text_386_Church_NowLetsPray,Church,21,42,21,0,Now:let's pray here.,,
388,BA,BA9B66,518,Text_387_Dialog_QualitySulfurSpringBenefitsRheumatism,Dialog,77,154,77,0, Quality: Sulfur spring      Benefits: rheumatism        recovery of stamina,,
389,BA,BA9C00,529,Text_388_Dialog_Nothing,Dialog,18,36,18,0,Nothing in there.,,
38A,BA,BA9C24,533,Text_389_Dialog_ConfirmOriginFire,Dialog,28,56,28,0,"Confirm the origin of fire,",,
38B,BA,BA9C5C,538,Text_38A_Church_CCzGamonthEbRests,Church,95,190,95,0,<CTRL_FFFC>c&<CTRL_FFFD>cz of <CTRL_FFFD>gAMonth:        <CTRL_FFFD>eB rests here quietly.<LINE>Let's pray her soul may restin peace today.,,
38C,BA,BA9D1A,551,Text_38B_Dialog_OldLadiesGetColdEasily,Dialog,78,156,78,0,Old ladies get cold easily  so I keep the fireplace     burning all the time.,,
38D,BA,BA9DB6,562,Text_38C_Sign_NoticeSlipperyDangerousRoadTemporarily,Sign,82,164,82,0,"""Notice"" Slippery and       dangerous. This road is     temporarily closed today.",,
38E,BA,BA9E5A,574,Text_38D_Dialog_NotThis,Dialog,10,20,10,0,"Not this,",,
38F,BA,BA9E6E,577,Text_38E_Dialog_HeardSomething,Dialog,23,46,23,0,What? Heard something?,,
390,BA,BA9E9C,581,Text_38F_Animal_WinnerYearsEggFestivalLivestock,Animal,78,156,78,0,"The winner of this year's   Egg Festival is...          the livestock dealer,",,
391,BA,BA9F38,592,Text_390_Animal_BeepTimeUpNextEgg,Animal,28,56,28,0,"Beep, Time is up, Next egg.",,
392,BA,BA9F70,597,Text_391_Dialog_LateWedBetterGoHome,Dialog,38,76,38,0,It's late so we'd better go home now.,,
393,BA,BA9FBC,603,Text_392_Dialog_BetterGoHomeNow,Dialog,20,40,20,0,Better go home now.,,
394,BA,BA9FE4,607,Text_393_Sign_MountainTopMysteriousPlaceRecommend,Sign,124,248,124,0,The mountain top is a       mysterious place. I         recommend you plant a<LINE>different seed over there   when you get one.,,
395,BA,BAA0DC,624,Text_394_Animal_SaidHappyFlowerBloomsEat,Animal,106,212,106,0,It is said that a happy     flower blooms when you eat aberry of Power Tree.<LINE>It won't even die in winter.,,
396,BA,BAA1B0,639,Text_395_Dialog_WorkingHardKnowFoodLazy,Dialog,72,144,72,0,Are you working hard? You   know: No food for lazy      workers: right?,,
397,BA,BAA240,649,Text_396_Dialog_AhWorkingTooHardIsnot,Dialog,66,132,66,0,"Ah: you, Working too hard isnot good for your health:   you know.",,
398,BA,BAA2C4,659,Text_397_Dialog_DayLikeTodayGoodTothink,Dialog,186,372,186,0,Day like today: it's good tothink of your life a little seriously.<LINE>...Oh no: I shouldn't do    that...I've complained a    little unconsciously<LINE>but...well: that's what     I do: anyway.,,
399,BA,BAA438,684,Text_398_Dialog_DieWithoutMoneyMoneyNecessary,Dialog,74,148,74,0,You won't die without money.Money is not necessary to   live a full life.,,
39A,BA,BAA4CC,695,Text_399_Weather_WeatherMakesMeFeelDepressed,Weather,81,162,81,0,This weather makes me feel  depressed. It's boring...I  want to sleep in winter.,,
39B,BA,BAA56E,707,Text_39A_Dialog_WarmUpBodyCatchCold,Dialog,48,96,48,0,Hey:warm up your body..     don't catch a cold.,,
39C,BA,BAA5CE,714,Text_39B_Dialog_ColdOutsideHaveFireplaceInthe,Dialog,84,168,84,0,It's cold outside:isn't it? I have a fireplace inthe    back room so warm yourself.,,
39D,BA,BAA676,726,Text_39C_Sign_WinterMakeSomeFlowersDecorate,Sign,107,214,107,0,In winter:I make some       flowers to decorate the     shop. I want to make the<LINE>shop look nice with them.,,
39E,BA,BAA74C,741,Text_39D_Weather_HardShovelSnowButitFeels,Weather,83,166,83,0,It's hard to shovel snow butit feels good to exercise inthe morning when it snows.,,
39F,BA,BAA7F2,753,Text_39E_Weather_LikeColdnessOfwinterButLike,Weather,187,374,187,0,I don't like the coldness ofwinter but I like the smell of snow.<LINE>You can smell it before it  starts snowing: can't you?  It's like:yes it will be<LINE>snowing tomorrow.           I like that.,,
3A0,BA,BAA968,778,Text_39F_Dialog_SayGiftWorkman,Dialog,37,74,37,0,They say it a gift from the workman.,,
3A1,BA,BAA9B2,784,Text_3A0_Animal_BusyWinterGatherMaterialsThen,Animal,80,160,80,0,You are not so busy in      winter:are you? You should  gather materials: then.,,
3A2,BA,BAAA52,795,Text_3A1_Dialog_Welcome,Dialog,9,18,9,0,Welcome.,,
3A3,BA,BAAA64,798,Text_3A2_Shipping_ShippingBoxPickUpEvening,Shipping,83,166,83,0,"""Shipping Box""               Pick up in the evening.                      Shippers",,
3A4,BA,BAAB0A,810,Text_3A3_Animal_AhChickenFeather,Animal,38,76,38,0,"Ah, This is a chicken       feather?,",,
3A5,BA,BAAB56,816,Text_3A4_Dialog_SecretGardenEntryAllowed,Dialog,37,74,37,0,"""Secret Garden"" No entry    allowed,",,
3A6,BA,BAABA0,822,Text_3A5_Animal_EventsYearStSpringMonth,Animal,310,620,310,0,Events of the year          <CTRL_B3>st of Spring Month          New Year's Festival<LINE><CTRL_B4><CTRL_B5>rd of Spring Month         Flower Festival<LINE><CTRL_B3><CTRL_B4>th of Autumn Month         Harvest Festival<LINE><CTRL_B4><CTRL_B2>th of Autumn Month         Egg Festival<LINE><CTRL_B3><CTRL_B2>th of Winter Month         Thanksgiving Festival<LINE><CTRL_B4><$00B6>th of Winter Month         Star Night Festival,,
3A7,BA,BAAE0C,862,Text_3A6_Dialog_Entry,Dialog,3,6,3,0, <$0042>,,
3A8,BA,BAAE12,864,Text_3A7_Dialog_Entry,Dialog,4,8,4,0, <$0042><$0042>,,
3A9,BA,BAAE1A,866,Text_3A8_Dialog_Entry,Dialog,5,10,5,0, <$0042><$0042><$0042>,,
3AA,BA,BAAE24,868,Text_3A9_Dialog_Entry,Dialog,6,12,6,0, <$0042><$0042><$0042><$0042>,,
3AB,BA,BAAE30,870,Text_3AA_Dialog_Entry,Dialog,7,14,7,0, <$0042><$0042><$0042><$0042><$0042>,,
3AC,BA,BAAE3E,872,Text_3AB_Dialog_Entry,Dialog,8,16,8,0, <$0042><$0042><$0042><$0042><$0042><$0042>,,
3AD,BA,BAAE4E,874,Text_3AC_Dialog_Entry,Dialog,9,18,9,0, <$0042><$0042><$0042><$0042><$0042><$0042><$0042>,,
3AE,BA,BAAE60,877,Text_3AD_Dialog_Entry,Dialog,10,20,10,0, <$0042><$0042><$0042><$0042><$0042><$0042><$0042><$0042>,,
3AF,BA,BAAE74,880,Text_3AE_Dialog_Entry,Dialog,11,22,11,0, <$0042><$0042><$0042><$0042><$0042><$0042><$0042><$0042><$0042>,,
3B0,BA,BAAE8A,883,Text_3AF_Dialog_Entry,Dialog,12,24,12,0, <$0042><$0042><$0042><$0042><$0042><$0042><$0042><$0042><$0042><$0042>,,
3B1,BA,BAAEA2,886,Text_3B0_Dialog_ThThank,Dialog,20,40,20,0,......Th-thank you.,,
3B2,BA,BAAECA,890,Text_3B1_Dialog_PickUpHerbsWithoutThinking,Dialog,56,112,56,0,Don't pick up herbs without thinking what they are for.,,
3B3,BA,BAAF3A,898,Text_3B2_Dialog_ThankLooksDelicious,Dialog,39,78,39,0,Thank you. It looks         delicious.,,
3B4,BA,BAAF88,904,Text_3B3_Dialog_ThankNowBakeCake,Dialog,42,84,42,0,Thank you. Now I can bake a cake with it.,,
3B5,BA,BAAFDC,911,Text_3B4_Dialog_PlayingNastyTrickMe,Dialog,41,82,41,0,Are you playing a nasty     trick on me?,,
3B6,BA,BAB02E,918,Text_3B5_Dialog_GladGivingMeNeatPresent,Dialog,67,134,67,0,So glad. Are you giving me  this neat present?          Thank you.,,
3B7,BA,BAB0B4,928,Text_3B6_Shop_TakeCareIfBuyLot,Shop,85,170,85,0,You can't take care of them if you buy a lot of them at a time. Drop by later again.,,
3B8,BA,BAB15E,940,Text_3B7_Animal_BeingCrowdedMakesLivestockStressed,Animal,81,162,81,0,Being crowded makes         livestock stressed. That's  enough for now:you know.,,
3B9,BA,BAB200,952,Text_3B8_Dialog_Want,Dialog,17,34,17,0,I don't want it.,,
3BA,BA,BAB222,956,Text_3B9_Dialog_Trouble,Dialog,23,46,23,0,I could be in trouble.,,
3BB,BA,BAB250,960,Text_3BA_Dialog_WhatIsThis,Dialog,14,28,14,0,What is this?,,
3BC,BA,BAB26C,963,Text_3BB_Dialog_TakeKindofStuff,Dialog,38,76,38,0,What? I can't take this kindof stuff.,,
3BD,BA,BAB2B8,969,Text_3BC_Dialog_GiveMe,Dialog,28,56,28,0,What? Do you give it to me?,,
3BE,BA,BAB2F0,974,Text_3BD_Shipping_PutThingsWantSellTable,Shipping,42,84,42,0,Put things you want to sell on the table.,,
3BF,BA,BAB344,981,Text_3BE_Weather_GettingColderWhenitRainsWinter,Weather,99,198,99,0,Hi. It's getting colder whenit rains. In winter:grass   will freeze so you'd better<LINE>weed them now.,,
3C0,BA,BAB40A,995,Text_3BF_Romance_AhMrEcWantMaria,Romance,81,162,81,0,Ah:Mr. <CTRL_FFFD>eC                 You want to....well....to   Maria...anyway:good luck.,,
3C1,BA,BAB4AC,1007,Text_3C0_Romance_MariaDoingLetMeKnow,Romance,65,130,65,0,Is Maria doing OK?          Let me know if you are in   trouble.,,
3C2,BA,BAB52E,1017,Text_3C1_Romance_MariaOftenTalksaboutLately,Romance,46,92,46,0,Oh: Hello. Maria often talksabout you lately.,,
3C3,BA,BAB58A,1024,Text_3C2_Animal_AfterAllGirlHappiestwhenSomeone,Animal,88,176,88,0,After all:a girl is happiestwhen she is with someone shelikes. Me?<LINE>Of course:I'm happy.,,
3C4,BA,BAB63A,1036,Text_3C3_Romance_MrComeOftenbutWantHave,Romance,102,204,102,0,Mr. ...: you come here oftenbut you don't want to have achat with me:do you?<LINE>I see... maybe it's Ann?,,
3C5,BA,BAB706,1050,Text_3C4_Romance_HowsAnnDoingWorkingAs,Romance,89,178,89,0,How's Ann doing? Is she     working well as a good wife?I'm so very worried<LINE>about her...,,
3C6,BA,BAB7B8,1063,Text_3C5_Romance_NinaLikesSweetsSuchAs,Romance,89,178,89,0,Nina likes sweets:such as   cakes and berries of        Fullmoon Plant.<LINE>I like that one.,,
3C7,BA,BAB86A,1076,Text_3C6_Mountain_HoHoHoHowsNina,Mountain,82,164,82,0,Ho-ho-ho:how's Nina doing?  Doesn't she bother you by   saying something selfish?,,
3C8,BA,BAB90E,1088,Text_3C7_Romance_IfWantWifeChooseGirl,Romance,96,192,96,0,If you want a wife:choose a girl who likes children.    Girls like that can have<LINE>many children.,,
3C9,BA,BAB9CE,1101,Text_3C8_Romance_LookLittleHeavierYoutEllen,Romance,141,282,141,0,What? You look a little     heavier:don't yout?         Ellen is just like me:<LINE>she is not only a pretty    girl but also can cook very well.,,
3CA,BA,BABAE8,1120,Text_3C9_Romance_LotThingsHappenWhileAlive,Romance,124,248,124,0,Oh well:a lot of things     happen while you are alive. You just couldn't go<LINE>through your life if you gotmad at everything.,,
3CB,BA,BABBE0,1137,Text_3CA_Dialog_CarryJokestoFar,Dialog,36,72,36,0,Hey you:you carry your jokesto far.,,
3CC,BA,BABC28,1143,Text_3CB_Animal_ThinkPeopleWhoCheatWho,Animal,151,302,151,0,When I think of people who  cheat and who are cheated:  I suppose being cheated<LINE>is kind of happier than     cheating someone.           I do think so.,,
3CD,BA,BABD56,1163,Text_3CC_Romance_MostImportantThingLifeProbably,Romance,85,170,85,0,The most important thing in life is probably having     someone you love beside you.,,
3CE,BA,BABE00,1175,Text_3CD_Romance_HaveHeardBlueFeatherGrandma,Romance,106,212,106,0,Have you heard of Blue      Feather? Grandma never tellsme what it is:<LINE>saying kids don't need to   know .,,
3CF,BA,BABED4,1190,Text_3CE_Dialog_FemalePsychologyComplicated,Dialog,41,82,41,0,Female psychology is        complicated.,,
3D0,BA,BABF26,1197,Text_3CF_Manual_PrettyHardMoveCowsAs,Manual,154,308,154,0,It's pretty hard to move    cows as you intend. Well:it takes time and guts to do<LINE>it properly. I'm now the cowmaster. I want to show you  my  bell skills,,
3D1,BA,BAC05A,1218,Text_3D0_Animal_DealingLivestocktodayBecomeSickOutside,Animal,107,214,107,0,I won't be dealing livestocktoday. They could become    sick outside on a day<LINE>like today. Some other time.,,
3D2,BA,BAC130,1233,Text_3D1_Sign_SeeSunsetTopMountainFeel,Sign,106,212,106,0,When you see the sunset at  the top of the mountain:    don't you feel like it's<LINE>saying something to you?,,
3D3,BA,BAC204,1248,Text_3D2_Romance_EveKindGirlComesOften,Romance,111,222,111,0,Eve is a kind girl. She     comes here often to be in mycompany.<LINE>But she talks about nothing but you recently.,,
3D4,BA,BAC2E2,1263,Text_3D3_Romance_HowsEveDoingSeeGood,Romance,72,144,72,0,How's Eve doing? Oh:I see.  That's good. She easily     becomes lonely.,,
3D5,BA,BAC372,1273,Text_3D4_Town_SisterPinkScoldIfPicked,Town,76,152,76,0,Sister Pink would scold you if you picked too much      flowers and plants.,,
3D6,BA,BAC40A,1284,Text_3D5_Romance_BigHouseNecessaryIfWant,Romance,53,106,53,0,A big house is necessary if you want to get married.,,
3D7,BA,BAC474,1292,Text_3D6_Dialog_GatherLogsWinterToo,Dialog,40,80,40,0,You can gather logs in      winter too.,,
3D8,BA,BAC4C4,1298,Text_3D7_Dialog_HowdyHaveJuicePartyHome,Dialog,67,134,67,0,"Howdy, Why don't you have a juice party at home         sometimes?",,
3D9,BA,BAC54A,1308,Text_3D8_Animal_GotMarriedWorkHarderBad,Animal,112,224,112,0,You got married and work    harder. It's not a bad thingbut she gets in a bad<LINE>mood when you come home     late.,,
3DA,BA,BAC62A,1323,Text_3D9_Dialog_HappyMan,Dialog,16,32,16,0,"Hey:happy man,,",,
3DB,BA,BAC64A,1326,Text_3DA_Romance_MarriedCuteWifeHuhIf,Romance,92,184,92,0,You are married to a cute   wife:huh? If you want kids: you have to move to<LINE>a bigger house.,,
3DC,BA,BAC702,1339,Text_3DB_Sign_HaveSeenRareBerrythatGrows,Sign,66,132,66,0,Have you seen the rare berrythat grows at the top of themountain?,,
3DD,BA,BAC786,1349,Text_3DC_Animal_FestivalEndsSoyouMustGo,Animal,99,198,99,0,The festival ends at <CTRL_B5>:<CTRL_B2><CTRL_B2> soyou must go by then.        The sky is colored red<LINE>by the sun at <CTRL_B5>:<CTRL_B2><CTRL_B2>.,,
3DE,BA,BAC84C,1363,Text_3DD_Romance_CustomersDifferentMonthlySomePeople,Romance,73,146,73,0,Our customers are different monthly. Some people have   never been here.,,
3DF,BA,BAC8DE,1374,Text_3DE_Romance_HowsEveDoingBusinessHas,Romance,82,164,82,0,Hi:how's Eve doing?         Business has been down sincewe lost our drawing card.,,
3E0,BA,BAC982,1386,Text_3DF_Town_AdultsCryBecauseNothingCry,Town,112,224,112,0,Why don't adults cry? Is it because there is nothing to cry about:<LINE>or is it because people     become stronger?,,
3E1,BA,BACA62,1401,Text_3E0_Romance_BoringBecauseMariasGone,Romance,34,68,34,0,It's boring because Maria's gone.,,
3E2,BA,BACAA6,1407,Text_3E1_Romance_HardestThingControlisLoveBetween,Romance,63,126,63,0,The hardest thing to controlis love between man and     woman.,,
3E3,BA,BACB24,1416,Text_3E2_Dialog_MarriageWonderfulBravelyAskMarry,Dialog,66,132,66,0,Yes:marriage is wonderful.  Should I bravely ask her to marry me?,,
3E4,BA,BACBA8,1426,Text_3E3_Dialog_YoudBetterGoHomeYourwife,Dialog,34,68,34,0,You'd better go home to yourwife.,,
3E5,BA,BACBEC,1432,Text_3E4_Dialog_MakeWifeCryGoHome,Dialog,45,90,45,0,Don't make your wife cry.   Go home earlier.,,
3E6,BA,BACC46,1439,Text_3E5_Romance_TellOnlyDadSecretlyWhich,Romance,156,312,156,0,Will you tell it to only    your dad secretly? Which    girl are you most<LINE>interes ted in now?<LINE> Maria          Ann          Nina           Ellen        Eve<CHOICE_OR_WAIT>f,,
3E7,BA,BACD7E,1460,Text_3E6_Church_AhaMariaShesChurchSaturdays,Church,133,266,133,0,aha:Maria. She's at church on Saturdays and Sundays.   Flower is the best present.<LINE>Man has to be active.       Come on. Hee-hee-hee.,,
3E8,BA,BACE88,1478,Text_3E7_Festival_AnnGoesAloneSpaStar,Festival,144,288,144,0,Oh:Ann. She goes alone to   the spa on Star Night       Festival day.<LINE>The Lucky day is Saturday.  She likes any presents      except mushrooms.,,
3E9,BA,BACFA8,1497,Text_3E8_Sign_NinaGoesPickingHerbsSaturdays,Sign,126,252,126,0,Hey:Nina. She goes picking  herbs on Saturdays and to   the mountains on Sunday.<LINE>She likes sweets. Don't pickflowers for her.,,
3EA,BA,BAD0A4,1514,Text_3E9_Dialog_FaceBecomingBetterLooking,Dialog,44,88,44,0,Hey:your face is becoming   better looking.,,
3EB,BA,BAD0FC,1521,Text_3EA_Dialog_YoudBetterListenOldPreacher,Dialog,42,84,42,0,You'd better listen to the  old preacher.,,
3EC,BA,BAD150,1528,Text_3EB_Dialog_ChildrenRelyMeasProblem,Dialog,48,96,48,0,"Your children can rely on meas well:no problem,",,
3ED,BA,BAD1B0,1535,Text_3EC_Dialog_YearComingClose,Dialog,35,70,35,0,This year is coming to a    close.,,
3EE,BA,BAD1F6,1541,Text_3ED_Dialog_HappyLiveHealthWholeYear,Dialog,52,104,52,0,We are happy to live in     health this whole year.,,
3EF,BA,BAD25E,1549,Text_3EE_Dialog_PickTargetFornextYear,Dialog,39,78,39,0,You should pick a target fornext year.,,
3F0,BA,BAD2AC,1555,Text_3EF_Manual_SpringFinallyReturningSellSeeds,Manual,76,152,76,0,Spring is finally returning.We'll sell seeds again at   the shop so dropby.,,
3F1,BA,BAD344,1566,Text_3F0_Dialog_SpringNewYearAreaSt,Dialog,72,144,72,0,Spring is New Year in this  area. <CTRL_B3>st day of Spring is  New Year's Day.,,
3F2,BA,BAD3D4,1576,Text_3F1_Dialog_HopeGoodYearBothUs,Dialog,49,98,49,0,I hope it will be a good    year for both of us.,,
3F3,BA,BAD436,1584,Text_3F2_Animal_PrizeEggFestivalDifferentEvery,Animal,96,192,96,0,The prize of the Egg        Festival is different every year.<LINE>What will they give this    year?,,
3F4,BA,BAD4F6,1597,Text_3F3_Animal_EggFestivalHeldPublicSquare,Animal,66,132,66,0,The Egg Festival will be    held at the public square   tomorrow.,,
3F5,BA,BAD57A,1607,Text_3F4_Animal_WinAgainEggFestivalTomorrow,Animal,47,94,47,0,I will win again at the Egg Festival tomorrow.,,
3F6,BA,BAD5D8,1614,Text_3F5_Romance_MyAnnualEventBeginningYear,Romance,82,164,82,0,My annual event at the      beginning of the year is to go see the first sunrise.,,
3F7,BA,BAD67C,1626,Text_3F6_Dialog_WasGoodYearTryBest,Dialog,66,132,66,0,"Hello, Was it a good year   for you? Try our best next  year too.",,
3F8,BA,BAD700,1636,Text_3F7_Mountain_FishermanBackSoonWarmPlace,Mountain,57,114,57,0,The fisherman will be back  here soon from a warm place.,,
3F9,BA,BAD772,1645,Text_3F8_Romance_YearClosingSoonWishBecome,Romance,105,210,105,0,This year is closing soon.  I wish to become better eachyear but...<LINE>It's a hard thing to        achieve.,,
3FA,BA,BAD844,1660,Text_3F9_Romance_YearEndingDevelopCompleteGreat,Romance,81,162,81,0,.....this year is ending.   I'll develop and complete a great machine next year.,,
3FB,BA,BAD8E6,1672,Text_3FA_Weather_SmellDirtGettingStrongerAs,Weather,79,158,79,0,The smell of the dirt is    getting stronger as snow    melts. Spring is near.,,
3FC,BA,BAD984,1683,Text_3FB_Weather_SnowGaveUsHardTime,Weather,55,110,55,0,Snow gave us a hard time butwill miss seeing the snow.,,
3FD,BA,BAD9F2,1691,Text_3FC_Dialog_NowTonightLastNightYear,Dialog,78,156,78,0,"Now tonight is the last     night of the year. Let's    have a party. Cheers,",,
3FE,BA,BADA8E,1702,Text_3FD_Weather_LastJuiceDrinkSeeingSnow,Weather,108,216,108,0,This is the last juice to   drink seeing snow this year.Well:we can drink<LINE>juice again seeing flowers  soon.,,
3FF,BA,BADB66,1717,Text_3FE_Sign_BetterGoHomeRestNow,Sign,95,190,95,0,I'd better go home and rest now. I'm going up to the    mountain top to see the<LINE>first sunrise.,,
400,BA,BADC24,1730,Text_3FF_Romance_ThankVeryMuchEverythingYear,Romance,82,164,82,0,Thank you very much for     everything this year. I'll  do my best next year too.,,
401,BA,BADCC8,1742,Text_400_Dialog_AhMrEdFieldAndmeadow,Dialog,45,90,45,0,Ah:Mr.<CTRL_FFFD>eD:is your field andmeadow all right?,,
402,BA,BADD22,1749,Text_401_Dialog_ImportantHumanOvercomeDifficulties,Dialog,54,108,54,0,It's important for a human  to overcome difficulties.,,
403,BA,BADD8E,1757,Text_402_Dialog_SuchHardTimeHadBut,Dialog,61,122,61,0,"Such a hard time you had,   But experience teaches you alot.",,
404,BA,BADE08,1766,Text_403_Dialog_VitalityImportantMenWorkOutside,Dialog,49,98,49,0,Vitality is important for   men to work outside.,,
405,BA,BADE6A,1774,Text_404_Sign_ShopOpenCome,Sign,41,82,41,0,The shop is open at <$00B7>:<CTRL_B2><CTRL_B2> so please come.,,
406,BA,BADEBC,1781,Text_405_Church_EverybodyComeChurchPrayTomorrow,Church,53,106,53,0,Everybody will come to      church to pray tomorrow.,,
407,BA,BADF26,1789,Text_406_Sign_FirstFortuneTellingMountainTop,Sign,70,140,70,0,I'll do the first           fortune-telling at the      mountain top.,,
408,BA,BADFB2,1799,Text_407_Animal_WinterGoodTimeFriendsLivestock,Animal,77,154,77,0,winter is a good time to be friends with livestock.     Well:with girls too.,,
409,BA,BAE04C,1810,Text_408_Sign_TheresLotThingEatMountains,Sign,111,222,111,0,There's not a lot of thing  to eat in the mountains in  winter so all the animals<LINE>are in desperate to survive.,,
40A,BA,BAE12A,1825,Text_409_Sign_NeedLotsWoodWinterChop,Sign,75,150,75,0,You need lots of wood in    winter. Chop plenty of wood before the winter.,,
40B,BA,BAE1C0,1836,Text_40A_Animal_UmmGetOutCloseyouEyes,Animal,96,192,96,0,Umm:I can't get out when    you are there. ....You closeyou eyes so get out first?<LINE>Liar. ??????,,
40C,BA,BAE280,1849,Text_40B_Town_ManyPeopleComeWonder,Town,42,84,42,0,Not many people come here.  I wonder why.,,
40D,BA,BAE2D4,1856,Text_40C_Dialog_VeryLittleLightAboveReaches,Dialog,99,198,99,0,A very little light from    above reaches the ground.   Those herbs over there<LINE>lives only with it.,,
40E,BA,BAE39A,1870,Text_40D_Romance_NinasDreamLiveSurroundedFlowers,Romance,51,102,51,0,Nina's dream is to live     surrounded by flowers.,,
40F,BA,BAE400,1878,Text_40E_Romance_FlowersLoveThemallLikeWeeds,Romance,91,182,91,0,Not just flowers:I love themall like weeds and     vegetable.<LINE>I want to do garden forever.,,
410,BA,BAE4B6,1891,Text_40F_Church_LoveChurchBecauseSeemsWash,Church,51,102,51,0,I love church because it    seems to wash my mind.,,
411,BA,BAE51C,1899,Text_410_Dialog_BestWork,Dialog,27,54,27,0,Please do your best  work.,,
412,BA,BAE552,1904,Text_411_Dialog_AllRightFeelEaseKnowing,Dialog,114,228,114,0,Are you all right? I feel   ease knowing no one was     hurt.<LINE>But... that makes us feel   the fear of the nature.,,
413,BA,BAE636,1920,Text_412_Dialog_SurpriseUsSayingSomethingDecent,Dialog,64,128,64,0,Hey:why don't you surprise  us by saying something      decent.,,
414,BA,BAE6B6,1929,Text_413_Dialog_WasTerrifiedWasMyFirst,Dialog,46,92,46,0,I was terrified. It was my  first earthquake.,,
415,BA,BAE712,1936,Text_414_Dialog_SeeRockUpCollapsed,Dialog,45,90,45,0,Did you see the rock up     there collapsed?,,
416,BA,BAE76C,1943,Text_415_Sign_HeardMysteriousSpringMountainRemember,Sign,105,210,105,0,I've heard that there is a  mysterious spring in this   mountain.<LINE>It is......I don't remember the place.,,
417,BA,BAE83E,1958,Text_416_Dialog_LikeWinterBecauseFeelsKind,Dialog,53,106,53,0,I don't like winter because it feels kind of lonely.,,
418,BA,BAE8A8,1966,Text_417_Weather_BecauseHurricaneTheresLeakRoof,Weather,80,160,80,0,Because of the hurricane:   there's a leak in the roof. They are fixing it now.,,
419,BA,BAE948,1977,Text_418_Animal_UumWantEgg,Animal,19,38,19,0,Uum:I want an egg.,,
41A,BA,BAE96E,1981,Text_419_Dialog_SobAskAnyMoreIdiot,Dialog,45,90,45,0,"sob...I won't ask you any   more. You idiot,",,
41B,BA,BAE9C8,1988,Text_41A_Diary_ThankMoneySavedBye,Diary,48,96,48,0,Thank you. This is...the    money I saved. Bye.,,
41C,BA,BAEA28,1995,Text_41B_Animal_WantEggWantOneEgg,Animal,48,96,48,0,"I want an egg. I want just  one egg.:so please,",,
41D,BA,BAEA88,2002,Text_41C_Dialog_Stable,Dialog,9,18,9,0,"""Stable""",,
41E,BA,BAEA9A,2005,Text_41D_Dialog_CelebrationEesBirthdayYearNow,Dialog,80,160,80,0,Celebration of <CTRL_FFFD>eE's       birthday. It's been a year  now. Time goes too fast.,,
41F,BA,BAEB3A,2016,Text_41E_Dialog_WowCakeEfsBirthday,Dialog,52,104,52,0,Wow:cake                   <CTRL_FFFD>eF's birthday:isn't it?,,
420,BA,BAEBA2,2024,Text_41F_Dialog_WarmEnoughNowAniceDay,Dialog,38,76,38,0,It's warm enough now. What anice day.,,
421,BA,BAEBEE,2030,Text_420_Weather_VariousDisastersHappeninSummerBetter,Weather,94,188,94,0,Various disasters can happenin summer so you better     watch the weather<LINE>forecast every day.,,
422,BA,BAECAA,2043,Text_421_Dialog_AutumnSkyHigh,Dialog,34,68,34,0,It's autumn...the sky is    high.,,
423,BA,BAECEE,2049,Text_422_Dialog_HopeAbleCookBetterStep,Dialog,81,162,81,0,I hope I'll be able to cook better step by step.        ......please be patient.,,
424,BA,BAED90,2061,Text_423_Weather_WishHadHadTrainedLittle,Weather,49,98,49,0,I wish I had had trained a  little to be a wife.,,
425,BA,BAEDF2,2069,Text_424_Manual_SpringSpringLetsPlantSeeds,Manual,47,94,47,0,"It's spring, Spring,        Let's plant seeds,",,
426,BA,BAEE50,2076,Text_425_Dialog_MorningNiceBrightToday,Dialog,42,84,42,0,Morning. It's so nice and   bright today.,,
427,BA,BAEEA4,2083,Text_426_Animal_HearWildDogsSometimesCome,Animal,89,178,89,0,I hear wild dogs sometimes  come around here. It's      dangerous to keep fences<LINE>broken.,,
428,BA,BAEF56,2096,Text_427_Weather_RainsHavePutEgInside,Weather,54,108,54,0,When it rains: we have to   put <CTRL_FFFD>eG inside the house.,,
429,BA,BAEFC2,2104,Text_428_Dialog_DarlingTakeEhEiWalk,Dialog,76,152,76,0,Darling: please take        <CTRL_FFFD>eH or <CTRL_FFFD>eI                for a walk sometimes.,,
42A,BA,BAF05A,2115,Text_429_Dialog_WantRideEj,Dialog,23,46,23,0,I want to ride on <CTRL_FFFD>eJ.,,
42B,BA,BAF088,2119,Text_42A_Mountain_AhThingsLikeTemparaturePlace,Mountain,89,178,89,0,Ah:things like temparature  of this place make it       suitable for making<LINE>berry juice.,,
42C,BA,BAF13A,2132,Text_42B_Animal_OneWildGrapeJuiceBayberry,Animal,160,320,160,0,This one is wild grape      juice. This is bayberry:    and this is cowberry.<LINE>My uncle gave them to me.   I want to share them with   other people if possible.,,
